VALID,TURB,LAT,LON,color
202409251904,NEG,61.0879,-150.02,b
202409251904,CONS LGT MOD CHOP,42.9414,-87.4454,g
202409251904,CONS LGT CHOP,38.8853,-80.281,g
202409251904,NEG,26.3287,-80.1622,b
202409251904,MOD TURB,28.7797,-81.2436,y
202409251905,CONS LGT CHOP BLO 170,39.7275,-119.844,g
202409251905,OCNL LGT CHOP,33.26,-87.54,g
202409251905,LGT MOD,44.2539,-121.15,g
202409251906,LGT,33.6301,-84.3017,g
202409251906,CONT LGT OCNL MOD,42.6083,-82.8355,g
202409251906,CONT LGT OCNL MOD CHOP DURD 130 090,36.4752,-82.4074,g
202409251906,CONS LGT OCNL MOD CHOP,38.6635,-85.7719,g
202409251906,CONS LGT OCNL MOD CHOP 130-090,33.0401,-116.4064,g
202409251907,MOD OCNL,40.1755,-122.8416,y
202409251908,CONS MOD CHOP,32.4106,-99.6821,y
202409251908,NEG,30.2945,-82.3241,b
202409251909,CONS LGT CHOP,32.8986,-80.0405,g
202409251909,CONS LGT OCNL MOD,40.56,-87.3991,g
202409251909,LT,28.5455,-81.3329,k
202409251909,CONS LGT OCNL MOD,40.58,-88.16,g
202409251909,NEG,31.2729,-98.1959,b
202409251909,LGT OCNL MOD,39.8447,-89.6839,g
202409251909,NEG,43.7287,-70.7494,b
202409251909,NEG,43.7287,-70.7494,b
202409251910,CONS LGT,42.7778,-76.1063,g
202409251910,MOD TURB,36.282,-94.307,y
202409251911,CONS MOD CHO P,37.6636,-81.8023,y
202409251911,NEG,29.1636,-82.7936,b
202409251912,NEG,26.5,-78.5938,b
202409251913,LGT OCNL MOD BLO 160,43.2004,-121.4371,g
202409251913,CONS LGT MOD,36.3227,-82.7711,g
202409251913,NEG,62.96,-142.14,b
202409251913,NEG,62.96,-142.14,b
202409251914,LGT OCNL MOD,35.79,-83.05,g
202409251914,CONS LGT CHOP,38.16,-82.91,g
202409251915,NEG,43.522,-89.771,b
202409251916,MOD,33.9486,-83.3264,y
202409251916,MOD CHOP,27.0456,-79.8662,y
202409251916,SMOOTH,30.3139,-87.1534,k
202409251917,CONS MOD,42.9445,-76.5018,y
202409251917,CONS LGT OCNL MOD,42.3087,-122.3167,g
202409251917,OCNL LGT CHOP,27.2716,-83.2936,g
202409251917,NEG,37.02,-92.88,b
202409251918,OCNL LGT CHOP,38.5883,-90.3363,g
202409251918,OCNL LGT CHOP,29.6087,-78.1048,g
202409251920,LGT CHOP,35.928,-94.013,g
202409251920,NEG,43.1112,-76.1063,b
202409251920,LT CHOP,39.9914,-82.8808,k
202409251920,MOD CHOP,36.8775,-100.9599,y
202409251920,CONS LGT OCNL MOD CHOP,39.7572,-84.8428,g
202409251921,CONS LGT CHOP,42.3984,-90.7091,g
202409251921,CONS LGT CHOP,35.0882,-91.9822,g
202409251921,MOD,37.7873,-81.1242,y
202409251922,CONS LGT CHOP,42.3984,-90.7091,g
202409251922,LGT CHOP,36.0975,-79.9436,g
202409251922,OCNL LGT CHOP,41.2677,-88.1756,g
202409251922,CONS LGT CHOP,24.7247,-72.821,g
202409251923,CONSTANT LIGHT CHOP 100-090,34.6439,-86.7861,k
202409251923,CONS LGT OCNL MOD,32.8644,-91.6184,g
202409251923,MOD,27.3667,-80.3612,y
202409251924,LGT CHOP,25.2231,-79.7161,g
202409251924,CONS LGT CHOP OCNL MOD CHOP,37.39,-83.26,g
202409251925,CONS LGT-MOD FL190-170,42.6202,-89.0416,g
202409251925,LGT CHOP,35.9,-83.89,g
202409251925,NEG,55.0557,-162.574,b
202409251925,NEG,55.0557,-162.574,b
202409251926,NEG,25.5033,-79.3,b
202409251926,CONS LGT OCNL MOD,39.81,-90.7097,g
202409251927,CONS LGT CHOP,26.9931,-79.5016,g
202409251927,LGT-MOD,39.39,-86.61,g
202409251928,CONS LGT DURD,39.5164,-119.7808,g
202409251928,CONS LGT,26.3528,-82.931,g
202409251929,MOD CHOP,41.2767,-80.8168,y
202409251929,CONT MOD CHOP,41.6448,-85.1871,y
202409251929,OCNL LGT CHOP,27.2835,-82.9455,g
202409251929,CONS MOD,38.0166,-82.5063,y
202409251930,LGT CHOP 180-160,41.5272,-85.7922,g
202409251930,CONS LGT OCNL MOD CHOP,41.166,-86.7034,g
202409251931,NEG,42.3984,-91.1606,b
202409251933,CONS LGT CHOP,34.58,-90.67,g
202409251933,LGT-MOD CHOP,41.6307,-73.3774,g
202409251933,MOD,26.259,-81.8117,y
202409251934,OCNL MOD,37.0037,-83.896,y
202409251935,OCNL LGT CHOP,43.12,-88.28,g
202409251935,SMOOTH,29.1636,-82.5073,k
202409251936,CONS LGT CHOP,32.6902,-80.4703,g
202409251936,CONS LGT CHOP,30.7269,-85.0207,g
202409251937,CONS LGT CHOP,39.9445,-81.8921,g
202409251937,NEG,28.7826,-81.2249,b
202409251938,OCNL LGT-MOD CHOP,35.5666,-82.2001,g
202409251939,MOD CHOP,33.4533,-84.2295,y
202409251940,LGT CHOP,42.3984,-90.7091,g
202409251940,MOD CHOP,40.56,-87.07,y
202409251940,CONS MOD CHOP,37.2453,-82.227,y
202409251941,OCNL LGT OCNL MOD CHOP,42.22,-87.95,g
202409251941,CONS LGT CHOP,23.6615,-75.3409,g
202409251942,MOD CHOP,42.8821,-85.523,y
202409251942,NEG,22.3253,-73.486,b
202409251942,MOD 80 - SFC DURD,32.2868,-111.2087,y
202409251943,MOD CHOP,40.56,-87.07,y
202409251943,CONS LGT CHOP,33.8801,-83.9217,g
202409251943,LGT CHOP,42.2347,-85.5519,g
202409251943,LGT-MOD CHOP,39.509,-77.8194,g
202409251943,MOD CHOP,33.9147,-84.8583,y
202409251943,MOD,37.7873,-81.1242,y
202409251943,MOD CHOP,33.6925,-79.4946,y
202409251944,NEG,41.8511,-88.1756,b
202409251944,MOD CHOP,37.93,-87.9713,y
202409251946,SEV,34.4486,-83.3264,r
202409251947,MOD,42.7324,-78.2428,y
202409251947,CONS LGT CHOP,42.6202,-89.0416,g
202409251948,OCNL LGT CHOP,33.0089,-85.0726,g
202409251949,CONS LGT OCNL MOD CHOP,41.3302,-86.6648,g
202409251949,LGT CHOP,44.32,-69.8,g
202409251949,CONS MOD CHOP,38.75,-82.03,y
202409251949,CONS LGT CHOP,38.9067,-88.909,g
202409251950,CONS LGT CHOP 310-270,38.1774,-85.7308,g
202409251950,MOD,29.6193,-82.7484,y
202409251950,MOD-SEV,29.3221,-82.8711,y
202409251951,LGT-MOD 350,39.5947,-89.6839,g
202409251952,SMOOTH,35.8181,-83.9858,k
202409251952,CONS LGT CHOP CONS LGT OCNL MOD,41.5272,-85.7922,g
202409251952,NEG,31.1047,-82.298,b
202409251953,LGT-MOD 320,38.92,-87.9444,g
202409251955,MOD SEV,35.4534,-81.9679,y
202409251956,NEG',41.77,-86.32,b
202409251956,NEG,41.77,-86.32,b
202409251957,CONS LGT OCNL MOD,42.9667,-83.7494,g
202409251957,CONS MOD,34.4486,-83.3264,y
202409251957,OCNL LGT CHOP,34.3975,-86.4987,g
202409251958,MOD,45.5416,-122.0728,y
202409251959,CONS MOD,41.77,-86.32,y
202409252000,MOD,39.1398,-106.6825,y
202409252002,LIGHT,42.3811,-122.8722,k
202409252002,LIGHT,42.3811,-122.8722,k
202409252002,NEG,28.5455,-81.3329,b
202409252004,CONS MOD,41.77,-86.32,y
202409252004,NEG,28.5884,-82.7985,b
202409252004,CONS LGT MOD CHOP 190,36.1183,-83.1214,g
202409252005,OCNL LGT CHOP,30.4478,-79.2348,g
202409252005,MOD CHOP,32.0142,-94.1207,y
202409252005,NEG,38.22,-84.47,b
202409252006,CONS MOD,37.2958,-81.2077,y
202409252006,CONS MOD CAT,32.7292,-85.7897,y
202409252006,CONS LGT,43.12,-89.4218,g
202409252006,OCNL LGT CHOP,29.8963,-77.8338,g
202409252006,MOD CHOP 160-180 LGT CHOP ABV,47.3554,-120.9429,g
202409252008,CONS LGT CHOP,42.47,-85.4321,g
202409252009,LGT CHOP,31.7067,-84.0829,g
202409252010,MODERATE,29.1799,-81.0581,y
202409252010,NEG,25.7779,-79.7466,b
202409252010,LGT-MOD CHOP 130,40.3279,-112.3703,g
202409252010,CONS LGT OCNL MOD,41.32,-90.64,g
202409252010,MOD-SEV,33.14,-116.59,y
202409252011,NEG,30.5089,-82.722,b
202409252011,NEG,27.842,-80.8823,b
202409252012,NEG,30.2342,-81.6747,b
202409252012,OCNL LGT CHOP,44.3853,-74.2062,g
202409252013,CONS LGT CHOP,45.1008,-90.3033,g
202409252013,NEG,43.4809,-87.9946,b
202409252013,CONS LGT CHOP,40.15,-82.59,g
202409252013,NEG,70.19,-148.46,b
202409252013,NEG,70.19,-148.46,b
202409252013,SMOOTH,35.8475,-79.9436,k
202409252014,LGT-MOD CHOP,40.1575,-87.212,g
202409252014,OCNL LGT CHOP,42.5483,-87.8718,g
202409252014,CONS LGT CHOP,37.2233,-83.26,g
202409252016,NEG,35.9035,-111.1152,b
202409252018,NEG,38.365,-82.555,b
202409252019,NEG,31.618,-96.4454,b
202409252019,MOD,44.36,-71.69,y
202409252020,LTG CHOP,27.9619,-82.4459,k
202409252020,LT CHOP,33.6301,-84.2416,k
202409252020,LGT-MOD 080-105,33.1545,-116.492,g
202409252021,CONS LGT CHOP,42.14,-86.12,g
202409252022,MOD,47.2281,-121.4343,y
202409252022,CONS MOD CHOP,40.404,-84.4507,y
202409252024,CONS MOD,39.3296,-85.5469,y
202409252025,LGT-MOD CHOP,33.1264,-88.0961,g
202409252025,SMOOTH,29.6917,-82.276,k
202409252026,LGT OCNL MOD,39.4182,-112.2316,g
202409252026,CONS LGT OCNL MOD,41.5272,-85.7922,g
202409252027,CONS LGT OCNL MOD,30.5645,-81.5835,g
202409252028,SMOOTH,60.9352,-149.0744,k
202409252029,LGT OCNL MOD CHOP,39.1966,-82.98,g
202409252030,LGT CHOP,26.9315,-82.366,g
202409252031,MOD TURB,29.9844,-95.3607,y
202409252031,MOD CHOP 250,40.7267,-87.07,y
202409252031,OCNL MOD CHOP,37.6999,-81.3979,y
202409252032,LGT CHOP BLO 065,44.2539,-121.15,g
202409252032,MOD TURB,33.4468,-84.4418,y
202409252032,INTMT LGT CHOP,42.3984,-90.7091,g
202409252033,NEG,42.3984,-91.1606,b
202409252033,CONS MOD CHOP,43.6929,-88.4489,y
202409252033,NEG,60.77,-157.3585,b
202409252034,CONS LGT OCNL CHOP,35.0611,-89.7814,g
202409252034,OCNL LGT CHOP,43.2191,-90.9051,g
202409252034,CONS LGT CHOP,42.1626,-91.0283,g
202409252035,MOD CHOP,39.44,-106.9,y
202409252036,MOD CHOP,40.5963,-87.6164,y
202409252036,NEG,25.5059,-79.2679,b
202409252036,OCNL LGT CHOP,27.4383,-79.3853,g
202409252038,NEG,58.35,-134.57,b
202409252038,NEG,58.35,-134.57,b
202409252039,LGT MOD CHOP,40.02,-84.4,g
202409252039,CONS LGT CHOP,27.5068,-80.6029,g
202409252039,OCNL LGT CHOP,34.7,-113.291,g
202409252040,NEG CHOP,42.3984,-90.2577,b
202409252040,OCNL LGT CHOP,27.2308,-79.6714,g
202409252040,LGT MOD,38.7272,-81.2891,g
202409252041,LGT MOD,40.15,-82.59,g
202409252043,MOD CHOP 270-230,30.1255,-93.035,y
202409252044,MOD,51.1031,-114.3744,y
202409252044,MOD,45.27,-113.4674,y
202409252045,CONSTANT LIGHT TURBULENCE 90 - 60  LIGHT BELOW,36.1438,-83.6093,k
202409252045,SMOOTH,38.5138,-77.0345,k
202409252045,MOD,43.1198,-123.0485,y
202409252045,CONS LGT CHOP 350,33.0089,-85.0726,g
202409252047,NEG,24.3995,-81.8222,b
202409252047,NEG,26.4661,-81.0873,b
202409252048,NEG,32.1884,-81.3873,b
202409252049,MOD CHOP,29.8368,-92.5734,y
202409252049,LGT HC OP,38.1,-85.58,g
202409252049,MOD,43.0545,-123.0474,y
202409252050,CONS LGT-MOD CHOP,34.4367,-109.5552,g
202409252050,MOD,55.9319,-159.3294,y
202409252051,OCNL LGT CONS MOD,42.8821,-85.523,g
202409252052,LGT MOD,37.39,-83.26,g
202409252054,OCNL LGT CHOP,41.166,-86.7034,g
202409252054,LGT CHOP,30.6383,-86.2344,g
202409252055,MOD CHOP 190-220,47.228,-120.9012,y
202409252056,CONS LGT CHOP OCNL MOD CHOP,33.73,-88.52,g
202409252057,-TURB,35.4648,-82.5446,k
202409252057,CONS LGT,38.9043,-91.2972,g
202409252057,NEG,63.2332,-141.8533,b
202409252057,NEG,63.2332,-141.8533,b
202409252057,CONS LGT CHOP,41.1159,-86.3247,g
202409252057,NEG,62.8501,-143.3309,b
202409252057,NEG,62.8501,-143.3309,b
202409252057,OCNL LGT CHOP,36.4,-83.89,g
202409252057,CONS LGT CHOP,36.4065,-84.6989,g
202409252058,MOD CHOP,33.2634,-90.1,y
202409252058,NEG,34.7273,-92.2357,b
202409252059,CONS LGT OCNL MOD CHOP,32.3341,-91.828,g
202409252059,MOD,43.4501,-77.6767,y
202409252059,NEG,35.5374,-84.9054,b
202409252100,LGT CHOP,28.5227,-81.4043,g
202409252100,CONS LGT-MOD,30.7686,-85.1044,g
202409252100,NEG,32.9254,-82.0488,b
202409252100,LGT CHOP-OCNL MOD,40.56,-87.07,g
202409252101,LGT CHOP 150,41.8993,-75.062,g
202409252101,LGT,38.4733,-82.98,g
202409252101,CONS LGT-MOD 370,44.5346,-72.614,g
202409252101,OCNL LGT CHOP,33.675,-91.9347,g
202409252102,CONS LGT,39.9061,-84.2186,g
202409252105,CONS LGT OCNL MOD CHOP,33.48,-88.8198,g
202409252105,LGT CHOP,34.8043,-85.041,g
202409252105,MOD TURB,28.7797,-81.3577,y
202409252105,LGT MOD CAT,35.0987,-82.9059,g
202409252105,LGT CAT,33.6301,-84.4418,g
202409252106,CONT LGT-MOD CHOP,40.727,-99.0068,g
202409252106,LGT OCNL CHOP 065,27.2633,-80.49,g
202409252107,MOD CHOP,40.478,-85.1871,y
202409252108,MOD,35.8242,-87.0539,y
202409252108,CONS LGT OCNL MOD CHOP,35.3899,-84.0825,g
202409252109,OCNL LGT CHOP 055,36.2808,-120.3484,g
202409252109,NEG,25.499,-78.7787,b
202409252110,LGT CHOP,39.2232,-106.8689,g
202409252110,NEG,36.0975,-79.9436,b
202409252110,NEG,25.7279,-79.6642,b
202409252110,LGT-MOD 290-240,40.56,-87.07,g
202409252111,LGT CHOP,38.7525,-90.3734,g
202409252111,LGT CHOP,28.1199,-80.592,g
202409252112,MOD,30.9119,-101.9453,y
202409252112,LGT-MOD 235-280,43.4366,-84.7377,g
202409252112,350-330 INTMT LGT CHOP,37.761,-90.4286,g
202409252113,NEG,25.0,-77.45,b
202409252114,LGT CHOP,23.5087,-75.0105,g
202409252114,MOD CHOP,41.9875,-88.7168,y
202409252116,CONS LGT CHOP,34.7,-112.48,g
202409252116,INTMT LGT MOD CAT,33.4004,-84.9027,g
202409252117,CONS LGT 180-240,44.3853,-74.2062,g
202409252117,OCNL LGT CHOP,33.6444,-86.0193,g
202409252117,OCNL LGT CHOP,33.4919,-85.0927,g
202409252118,SMOOTH,30.56,-84.37,k
202409252119,MOD CONS,40.6433,-87.07,y
202409252119,OCNL LGT CHOP,34.5509,-86.6035,g
202409252119,NEG,24.9292,-79.4302,b
202409252119,NEG,38.7525,-89.6253,b
202409252119,CONS MOD,40.6433,-87.07,y
202409252119,CONS LGT OCNL MOD CHOP,37.5668,-83.4825,g
202409252120,LGT CHOP 040-060,61.58,-149.81,g
202409252120,LGT-MOD CHOP,45.0135,-84.7036,g
202409252120,CONT LGT OCNL MOD CHOP,40.55,-78.75,g
202409252120,SMOOTH,30.4694,-87.2441,k
202409252120,NEG,38.6767,-89.3067,b
202409252120,OCNL MOD CHO P,38.578,-80.9711,y
202409252120,250-270 INTMT MOD,42.47,-86.11,y
202409252120,CONS LGT CHOP,25.9994,-80.3643,g
202409252120,CONS MOD,42.2347,-85.5519,y
202409252121,NEG,38.35,-81.2387,b
202409252121,CONS LGT CHOP OCNL MOD HCOP,36.0036,-84.077,g
202409252122,NEG,23.7383,-74.3794,b
202409252123,MOD 340-330 NEG 320,37.761,-90.4286,y
202409252124,NEG,30.5721,-83.1543,b
202409252125,NEG,29.1887,-83.0087,b
202409252126,MOD,39.44,-81.37,y
202409252127,LGT,33.8001,-77.693,g
202409252127,CONS LGT CHOP 120-150,44.4349,-92.5668,g
202409252128,LGT,38.75,-82.03,g
202409252128,OCNL MOD,34.2608,-88.9728,y
202409252128,LGT CAT 320,34.7,-83.9082,g
202409252130,CONS LGT CHOP,40.9781,-85.1871,g
202409252130,MOD,30.9066,-82.8015,y
202409252130,OCNL LGT BLO 080,31.18,-90.47,g
202409252130,LGT-MOD CHOP,42.8034,-86.11,g
202409252130,OCNL LGT-MOD,34.7283,-112.4546,g
202409252132,NEG,32.4573,-82.8338,b
202409252133,INTMT LGT CHOP,43.12,-88.28,g
202409252133,CONS LGT CHOP,33.6301,-84.4418,g
202409252133,MOD CHOP,40.29,-84.04,y
202409252134,MOD LGT CHOP,35.3237,-86.7323,g
202409252134,MOD,28.392,-80.2544,y
202409252135,MOD,30.78,-86.132,y
202409252135,SMOOTH,28.1286,-82.5403,k
202409252135,LGT MOD 090-070,35.2578,-93.0947,g
202409252135,OCNL MOD,42.8595,-83.9239,y
202409252135,NEG,38.0497,-90.2178,b
202409252136,NEG,38.75,-82.03,b
202409252137,LGT CHOP,35.9855,-86.6892,g
202409252138,NEG,38.0893,-90.3554,b
202409252139,NEG,34.9079,-101.7356,b
202409252139,CONS LGT CHOP,41.2747,-85.8401,g
202409252139,MOD CHOP,33.8365,-91.4095,y
202409252139,CONS LGT CHOP,36.8115,-110.3193,g
202409252139,CONS LGT CHOP,35.1167,-113.3579,g
202409252139,CONS LGT CHOP,29.131,-78.1013,g
202409252139,CONS LGT CHOP,35.0667,-113.2974,g
202409252140,CONS LGT-MOD,42.2347,-85.5519,g
202409252140,NEG,38.5151,-89.0911,b
202409252140,NEG,37.761,-90.4286,b
202409252140,CONS LGT OCNL MOD,33.0089,-85.0726,g
202409252140,MOD,39.8328,-104.397,y
202409252140,NEG 220,31.8571,-86.7812,b
202409252141,NEG BLO 055,38.5037,-122.811,b
202409252141,OCNL LGT CHOP,39.699,-88.2755,g
202409252141,CONS LGT-MOD,42.2347,-85.5519,g
202409252141,NEG,25.1333,-80.9167,b
202409252142,MOD CHOP,44.1075,-120.7533,y
202409252142,CONS LGT CHOP 340-380,41.16,-89.59,g
202409252143,CONS LGT CHOP OCNL MOD CHOP,41.77,-86.32,g
202409252143,CONS MOD 240-230,35.1564,-88.1016,y
202409252144,INTMT LGT CHOP,41.2578,-87.2113,g
202409252145,CONS LGT CHOP OCNL MOD CHOP,36.1189,-87.7209,g
202409252147,MOD 210-250,40.56,-87.07,y
202409252148,NEG,26.7716,-79.9509,b
202409252148,OCNL LGT CHOP,27.5722,-79.4039,g
202409252148,MOD CHOP,38.69,-91.3971,y
202409252148,MOD CHOP,34.0872,-104.5417,y
202409252150,NEG,32.8986,-80.0405,b
202409252153,NEG,37.8414,-105.7256,b
202409252153,NEG,37.8414,-105.7256,b
202409252153,LGT 200-SFC,40.1565,-119.3644,g
202409252154,MOD FL180-090,45.3817,-121.0171,y
202409252155,CONS LGT-MOD,42.2347,-85.5519,g
202409252156,NEG,39.1803,-103.5027,b
202409252156,NEG,39.1803,-103.5027,b
202409252157,MOD TURB,34.0665,-83.1843,y
202409252157,MOD CATG,31.3364,-83.2582,y
202409252157,OCL LGT,60.8524,-150.3702,g
202409252159,LGT-OCNL MOD CHOP,41.9875,-87.9319,g
202409252159,LGT-MOD CHOP,41.15,-79.46,g
202409252159,MOD CHOP 300,32.5644,-82.9853,y
202409252200,LGT,30.4781,-87.477,g
202409252200,MOD,44.4415,-121.0756,y
202409252200,MOD,33.8297,-116.5067,y
202409252200,MOD,33.9938,-116.5415,y
202409252201,LGT,35.6188,-86.6892,g
202409252201,LGT CHOP,41.856,-72.702,g
202409252201,NEG,33.9254,-86.6425,b
202409252202,MOD CHOP,31.5704,-92.2826,y
202409252202,NEG,28.7797,-81.3197,b
202409252202,CONS LGT CHOP,41.77,-86.32,g
202409252203,LGT MOD CHOP,38.5,-81.4747,g
202409252203,OCNL LGT CHOP,39.44,-81.5858,g
202409252203,MOD,28.0258,-83.4304,y
202409252204,CONS LGT 250-270,41.2079,-79.896,g
202409252204,MOD CHOP,25.2948,-81.9028,y
202409252205,OCNL MOD 310-280,35.7683,-89.1211,y
202409252206,LGT OCL MOD TURB,33.7388,-83.8761,g
202409252206,MOD CHOP,40.7665,-78.9145,y
202409252206,LGT,24.703,-80.7713,g
202409252207,MOD,37.9321,-91.023,y
202409252207,SMOOTH,28.1286,-82.5403,k
202409252208,OCNL LGT CHOP,39.7004,-89.5754,g
202409252208,NEG,61.21,-149.84,b
202409252209,LGT,33.4366,-77.9,g
202409252209,LGT,24.703,-80.7713,g
202409252210,CONS LGT CHOP,45.08,-70.21,g
202409252210,MOD 250-200,40.56,-87.07,y
202409252210,MOD,38.7576,-79.9904,y
202409252211,INTMT LGT CHOP,35.7874,-101.8796,g
202409252211,NEG,37.7225,-83.2893,b
202409252211,LGT MOD MOD CONS,34.6421,-83.6993,g
202409252213,SMOOTH,36.0975,-79.9436,k
202409252213,NEG,35.016,-92.0329,b
202409252213,LGT CHOP 070,41.6987,-74.3678,g
202409252213,NEG,40.1997,-87.5955,b
202409252213,OCNL MOD CHOP,41.4219,-84.1874,y
202409252213,MOD CHOP,39.74,-89.1851,y
202409252213,LGT CHOP 230-190,40.56,-87.3991,g
202409252214,OCNL LGT CHOP,41.51,-87.57,g
202409252214,MOD CHOP,40.9118,-77.195,y
202409252214,CONS MOD CHOP,35.9,-83.89,y
202409252215,MOD CHOP,40.56,-87.07,y
202409252215,OCNL LGT CHOP,34.7273,-92.2357,g
202409252215,LGT,34.58,-90.67,g
202409252216,INTMT LGT,32.19,-82.37,g
202409252216,CONS LGT,37.89,-86.24,g
202409252218,CONT LGT OCL MOD TURB,34.0701,-83.8946,g
202409252218,CONS MOD CHOP,36.2334,-83.89,y
202409252218,LIGHT,30.6447,-87.1869,k
202409252219,NEG 430-270,30.4967,-82.5243,b
202409252220,OCNL LGT CHOP,33.9727,-86.0891,g
202409252222,NEG,29.6917,-82.276,b
202409252222,CONT LT OCNL MOD,46.0647,-119.119,y
202409252223,MOD 110-130,34.2585,-108.2728,y
202409252223,LGT,42.7576,-73.8036,g
202409252224,LGT CHOP,28.1361,-79.075,g
202409252225,CONS LGT OCNL MOD CHOP,41.25,-85.5,g
202409252226,MOD CHOP 370,43.12,-86.6815,y
202409252227,NEG,26.0104,-78.0937,b
202409252227,MOD,40.56,-87.2894,y
202409252227,MOD CHOP,40.7113,-86.3727,y
202409252228,SMOOTH,30.4925,-87.0917,k
202409252228,CONS MOD CHOP,41.654,-87.014,y
202409252229,NEG,37.5715,-84.4258,b
202409252230,OCNL LGT CHOP 320,42.99,-73.34,g
202409252230,LT,46.2348,-120.5441,k
202409252231,MOD CHOP,46.2,-117.3607,y
202409252232,OCNL MOD,42.9667,-84.6606,y
202409252232,CONS LGT OCNL MOD,41.32,-90.64,g
202409252233,MOD CHOP,42.47,-86.11,y
202409252235,MOD,57.0,-81.0,y
202409252235,MOD,26.6847,-79.633,y
202409252237,LT-MOD THROUGH 110,29.9844,-95.3607,y
202409252238,LGT,33.8439,-111.6679,g
202409252239,MOD,42.2347,-85.5519,y
202409252239,LGT CONS MOD OCNL,27.6669,-81.9209,g
202409252240,MOD CHOP 330,32.5644,-82.6095,y
202409252240,NEG,40.5069,-106.3235,b
202409252240,NEG,51.104,177.0541,b
202409252241,CONS LGT CHOP,41.5272,-85.7922,g
202409252242,OCNL LGT-MOD,45.1052,-117.359,g
202409252242,NEG,36.58,-85.17,b
202409252243,OCNL LGT,28.4294,-81.309,g
202409252243,LGT-MOD CHOP,38.8169,-92.2183,g
202409252244,CONS LGT CHOP OCNL MOD,41.25,-85.5,g
202409252244,LGT-MOD DURD 050-040,36.2,-84.3314,g
202409252244,CONS LGT OCNL MOD CHOP,41.1268,-80.8164,g
202409252245,LGT-MOD,43.5667,-115.5504,g
202409252245,CONS MOD,36.9645,-86.4197,y
202409252247,LGT MOD CHOP,37.7416,-82.728,g
202409252247,NEG,41.5272,-85.7922,b
202409252248,TB MOD 110-030,38.2908,-84.0559,y
202409252249,LGT MOD CHOP,37.91,-82.91,g
202409252250,LGT,34.5975,-117.383,g
202409252250,LGT,34.6914,-117.4246,g
202409252251,CONS LGT CHOP,38.35,-81.77,g
202409252252,LGT,39.252,-106.8904,g
202409252252,CONS LGT OCNL MOD,43.6261,-72.3042,g
202409252252,NEG,52.7141,174.1169,b
202409252253,OCNL LGT CHOP,35.9,-84.1987,g
202409252253,CONS MOD CHOP 300,32.5161,-84.9422,y
202409252253,MOD,45.4547,-111.1608,y
202409252253,OCNL LGT CHOP,27.6059,-77.9147,g
202409252253,CONS LGT OCNL MOD CHOP,38.0235,-83.0316,g
202409252253,MOD,56.3933,-134.0714,y
202409252254,NEG,25.1385,-80.7334,b
202409252255,SEVERE,35.67,-80.6381,r
202409252255,LGT CHOP,48.93,-94.93,g
202409252257,MOD,39.53,-82.98,y
202409252257,MOD,33.8305,-114.1727,y
202409252258,NEG,37.3569,-85.3151,b
202409252258,CONS LGT OCNL MOD,42.6319,-76.8682,g
202409252300,LGT CHOP,39.0242,-87.4566,g
202409252300,NEG,61.58,-159.54,b
202409252301,SEV 050,35.3936,-82.4981,r
202409252301,NEG,28.8131,-81.2436,b
202409252301,LGT-MOD CHOP 340-370,40.4966,-80.21,g
202409252302,NEG,60.795,-150.9168,b
202409252302,NEG,28.962,-82.5403,b
202409252302,CONS MOD CHOP,41.3784,-86.5111,y
202409252303,OCL LGT,61.4162,-150.08,g
202409252303,TB LGT 017,30.396,-87.1701,g
202409252303,CONS LGT OCNL MOD CHOP,41.5272,-85.7922,g
202409252304,NEG,31.45,-87.35,b
202409252304,OCNL LGT,39.9067,-88.86,g
202409252304,SMOOTH,30.6238,-84.3078,k
202409252305,NEG,41.3302,-86.6648,b
202409252305,LGT CHOP,64.73,-156.93,g
202409252305,CONS LGT,33.01,-81.29,g
202409252306,NEG 230,39.8328,-104.6575,b
202409252306,LGT OCNL CHOP 230,26.9734,-79.9129,g
202409252306,MOD,41.25,-85.5,y
202409252307,NEG TB,19.8788,-155.1374,b
202409252308,NEG,63.32,-142.95,b
202409252308,NEG,63.32,-142.95,b
202409252309,LGT,39.016,-87.6498,g
202409252309,CONS LGT CAT INMT MOD CHOP,32.112,-84.9032,g
202409252310,OCNL LGT,28.9064,-87.2161,g
202409252311,NEG,28.8416,-82.3198,b
202409252312,MOD,30.56,-84.37,y
202409252313,MOD CHOP,35.5594,-86.7498,y
202409252315,MOD,28.7666,-150.3166,y
202409252315,CONS LGT CHOP,41.5272,-85.7922,g
202409252316,MOD,29.3006,-81.1136,y
202409252317,CONS LGT CONS LGT CHOP OCNL MOD,41.1886,-87.0585,g
202409252318,NEG,32.08,-88.6513,b
202409252318,NEG,61.21,-149.84,b
202409252320,NEG,37.1106,-105.9343,b
202409252320,CONS LGT,31.2812,-78.2164,g
202409252320,NEG,61.1767,-149.84,b
202409252322,NEG,13.3992,145.3275,b
202409252322,MOD CHOP,31.7315,-91.4357,y
202409252323,MOD 130-155,45.356,-122.6895,y
202409252323,NEG,37.5378,-103.1989,b
202409252325,NEG,25.67,-78.9301,b
202409252326,LGT-MOD,33.6755,-111.8451,g
202409252327,NEG,34.963,-92.5225,b
202409252328,SMOOTH,36.0975,-79.9436,k
202409252328,CONS MOD,37.7873,-82.0733,y
202409252329,INTMT MOD,35.0611,-89.1705,y
202409252329,INTMT LGT CHOP,39.3401,-80.5462,g
