VALID,TURB,LAT,LON,color
202409170138,NEG,39.06,-108.79,b
202409170138,LGT CHOP,41.32,-90.64,g
202409170139,NEG,41.5166,-106.7751,b
202409170140,LGT,26.9315,-82.7512,g
202409170141,NEG,42.4852,-91.376,b
202409170141,NEG,43.1815,-91.0951,b
202409170141,OCNL LGT CHOP,26.6566,-78.7163,g
202409170141,CONS LGT CHOP,41.38,-99.1275,g
202409170144,MOD CHOP 280-290,40.617,-87.2762,y
202409170147,MOD CHOP 310-285,43.5972,-95.1254,y
202409170148,LGT-MOD CHOP,40.5674,-99.9646,g
202409170149,OCNL MOD CHOP,40.9675,-98.3096,y
202409170150,MOD,19.8156,-155.1111,y
202409170152,MOD 110-130 DURC,35.8148,-115.5425,y
202409170153,LGT-MOD,40.7176,-100.1405,g
202409170155,LGT MOD CHOP,26.2966,-81.8291,g
202409170155,LGT CHOP,46.6754,-91.7716,g
202409170159,NEG,46.9253,-96.8111,b
202409170159,NEG,23.4368,-72.26,b
202409170159,NEG,22.8414,-77.6584,b
202409170200,LGT-MOD,37.9389,-105.8614,g
202409170201,MOD 110,40.6335,-112.1453,y
202409170203,CONS LGT CAT,34.4708,-86.1416,g
202409170206,NEG,38.45,-105.763,b
202409170209,LIGHT CHOP,28.1944,-81.2118,k
202409170209,CONS LGT,39.5022,-84.7844,g
202409170210,NEG,40.7143,-104.2142,b
202409170210,OCNL LGT CHOP,40.9675,-98.3096,g
202409170213,NEG,22.171,-72.48,b
202409170214,OCNL MOD,40.5999,-100.3064,y
202409170217,OCNL LGT CHOP,40.2681,-88.5834,g
202409170220,LGT-MOD TURB FL310-FL240 DURD,36.3421,-121.1317,g
202409170226,CONS MOD CHOP,41.17,-95.74,y
202409170228,CONS MOD CHOP,42.5497,-94.2032,y
202409170229,LGT CHOP,39.1089,-118.9295,g
202409170230,NEG,36.3981,-83.8362,b
202409170233,CONS LGT,31.7641,-81.7715,g
202409170235,LGT 160,38.1352,-82.5033,g
202409170238,MOD CHOP 120-160,35.8121,-81.6451,y
202409170240,CONS MOD CHOP,27.8291,-80.2403,y
202409170240,CONS MOD CHOP,41.17,-95.74,y
202409170244,LIGHT CHOP,35.9904,-80.1016,k
202409170251,LIGHT TO MOD TURB ON FINAL,37.5115,-77.3234,y
202409170256,NEG,34.9157,-81.9565,b
202409170257,NEG,27.9537,-80.5728,b
202409170259,CONS LGT CHOP OCNL CAT,44.3827,-100.286,g
202409170305,MOD CHOP,37.9347,-107.3961,y
202409170310,LGT OCNL MOD CHOP,41.0496,-100.1242,g
202409170311,CONS LGT,32.1314,-81.2023,g
202409170315,CONS LGT CHOP OCNL MOD CHOP,41.5339,-93.6531,g
202409170318,NEG,36.3779,-111.1988,b
202409170318,LIGHT CHOP,35.9904,-80.1016,k
202409170320,LGT-MOD,60.8683,-156.0649,g
202409170320,MOD,21.31,-157.7948,y
202409170325,LGT CHOP,27.4754,-80.2422,g
202409170335,MOD CHOP CAT,39.3756,-99.1828,y
202409170343,CONS LGT,40.6675,-89.6839,g
202409170344,MOD CHOP,46.2831,-121.6832,y
202409170345,NEG,13.5667,144.9378,b
202409170346,MOD 340-170,44.6257,-111.3067,y
202409170350,MOD,33.9407,-111.4565,y
202409170354,INTMT LGT CHOP,31.8078,-77.3746,g
202409170354,NEG,30.1821,-82.5769,b
202409170357,LGT CHOP,27.6329,-84.0377,g
202409170403,NEG,29.1636,-82.221,b
202409170406,MOD CHOP 285,46.5049,-121.8086,y
202409170409,OCNL MOD 160,35.9995,-115.6711,y
202409170410,NEG,15.4499,144.6941,b
202409170411,CONS LGT ONCL MOD,42.1469,-121.7242,g
202409170417,LGT TURB,30.2182,-87.0129,g
202409170419,MOD TURB,30.3626,-87.1096,y
202409170425,OC LGT-MOD OCNL CHOP 270-310,46.3334,-122.59,g
202409170430,N,39.5203,-74.8003,k
202409170438,LGT-MOD,42.1611,-120.3991,g
202409170438,OCNL MOD,40.8734,-114.0303,y
202409170454,OCNL LGT CHOP,30.56,-84.37,g
202409170504,CONS LGT CHOP,40.04,-98.06,g
202409170526,OCNL LGT CHOP,42.3917,-96.3795,g
202409170528,CONS LGT OCNL MOD CHOP,42.5497,-94.2032,g
202409170530,SMOOTH,30.4941,-81.6879,k
202409170533,LGT CHOP,38.84,-86.4454,g
202409170538,NEG,31.3153,-77.2696,b
202409170540,LGT - MOD,53.0,-88.0,g
202409170541,CONS MOD,39.1513,-107.1158,y
202409170541,CONS MOD,39.1513,-107.1158,y
202409170543,CONS LGT CHOP,42.5497,-94.2032,g
202409170545,NEG,42.5497,-94.2032,b
202409170559,CONS LGT OCNL MOD,37.4298,-99.235,g
202409170615,LIGHT CHOP,35.91,-80.45,k
202409170624,MOD,35.5758,-81.1842,y
202409170625,NEG,60.87,-150.615,b
202409170625,NEG,60.87,-150.615,b
202409170626,NEG,40.4771,-88.9159,b
202409170626,NEG,40.2345,-85.9615,b
202409170629,CONT LGT TURB,20.7904,-156.4393,g
202409170634,OCNL LGT CHOP,30.1586,-85.487,g
202409170638,NEG,58.0561,178.1499,b
202409170639,NEG,50.0399,162.629,b
202409170648,MOD,61.5801,-158.2724,y
202409170648,LGT CHOP BLO 250,36.6,-108.9108,g
202409170648,LGT CHOP BLO 250,36.6,-108.9108,g
202409170650,OCNL LGT MOD CHOP,60.4962,-165.3699,g
202409170650,LGT CHOP,28.5455,-81.3329,g
202409170651,NEG,29.1636,-82.221,b
202409170658,LGT-MOD,57.0356,-143.229,g
202409170701,INTMT LGT CHOP,64.4948,-146.5142,g
202409170708,INTMT LGT CHOP,27.91,-82.6874,g
202409170713,OCNL LGT COP,32.2319,-80.0405,g
202409170717,CONT LGT-MOD,59.5664,-171.9167,g
202409170726,CONS LGT OCNL MOD,41.5339,-94.3211,g
202409170733,NEG,43.1465,-74.3333,b
202409170738,CONS LGT CHOP,40.8312,-96.7633,g
202409170740,MOD-SEV,53.5333,-85.833,y
202409170742,NEG,36.58,-85.17,b
202409170750,OCNL LGT 200-120,64.5507,-147.2408,g
202409170750,OCNL LGT 200-120,64.5507,-147.2408,g
202409170751,CONS LGT,46.9253,-96.8111,g
202409170815,NEG,47.0594,-97.9727,b
202409170822,CONS LGT CHOP,47.1068,-98.4211,g
202409170828,NEG,46.9253,-96.8111,b
202409170857,CONS MOD,35.5607,-92.2357,y
202409170900,LGT,46.9253,-96.8111,g
202409170902,NEG,25.1333,-80.9167,b
202409170907,NEG,47.2111,-93.5097,b
202409170914,CONS LGT OCNL MOD,58.3341,-141.6353,g
202409170925,OCNL LGT CHOP,26.5635,-80.83,g
202409170927,CONS LGT,24.7704,-81.4788,g
202409170928,LGT-MOD CHOP,32.3006,-86.394,g
202409170929,LGT OCNL MOD CHOP,35.1499,-83.89,g
202409170940,NEG,35.79,-83.2555,b
202409170943,LIGHT,36.2948,-79.5286,k
202409170952,NEG,26.9555,-80.2708,b
202409171000,NEG,26.0244,-77.0608,b
202409171002,LGT CHOP,41.36,-78.055,g
202409171004,OCNL-CONS LGT CHOP,36.44,-82.13,g
202409171008,SMOOTH,38.35,-81.77,k
202409171008,NEG CHOP,35.4707,-85.8867,b
202409171010,LGT-MOD CHOP,35.394,-92.2357,g
202409171014,MOD,36.7871,-78.8508,y
202409171015,NEG,36.7334,-83.4057,b
202409171015,NEG,38.35,-81.77,b
202409171015,CONS LGT,37.97,-84.47,g
202409171015,LGT-MOD,40.02,-83.7471,g
202409171022,NEG,22.3823,-72.6255,b
202409171023,OCNL LGT,38.3731,-85.337,g
202409171024,INTMT LGT CHOP,40.7729,-91.1255,g
202409171024,NEG,28.1028,-80.6453,b
202409171024,LGT-MOD CHOP,36.0975,-79.9436,g
202409171028,MOD CONS,26.1631,-81.2572,y
202409171030,LGT-MOD,44.45,-95.82,g
202409171032,NEG,28.4874,-83.0647,b
202409171033,NEG,30.8231,-86.7074,b
202409171035,LGT,40.2425,-85.3958,g
202409171037,LGT CHOP 150,26.7702,-79.8365,g
202409171038,OCNL LGT CHOP,25.7157,-79.8612,g
202409171038,NEG,36.0975,-79.9436,b
202409171039,NEG,35.2225,-80.9543,b
202409171039,NEG,34.9157,-81.9565,b
202409171040,CONS LGT CHOP,23.462,-77.7799,g
202409171040,NEG,34.42,-82.78,b
202409171042,MOD,35.5279,-82.4146,y
202409171042,NEG,36.0975,-79.9436,b
202409171043,NEG,35.2225,-80.9543,b
202409171046,CONS LGT CHOP,36.1162,-81.2936,g
202409171046,MOD CHOP,37.1373,-80.1558,y
202409171047,CONS LGT CHOP,35.9977,-81.1078,g
202409171047,NEG,22.7859,-73.6602,b
202409171049,SMOOTH,26.1859,-80.3044,k
202409171050,MOD CHOP 130-150,26.0787,-80.719,y
202409171052,NEG,22.5637,-76.2531,b
202409171053,CONS LGT CHOP 320,37.2397,-93.3897,g
202409171054,NEG,25.0262,-78.2771,b
202409171056,LGT,43.6439,-94.4156,g
202409171057,MOD,39.1882,-108.1814,y
202409171057,NEG,38.45,-107.04,b
202409171057,CONS LGT,39.4404,-83.0231,g
202409171057,NEG,39.2119,-82.2293,b
202409171057,NEG,38.45,-107.04,b
202409171058,SMOOTH,29.2815,-82.086,k
202409171100,CONS LGT,39.0237,-83.0231,g
202409171101,NEG,29.6421,-78.8925,b
202409171102,LGT,39.7851,-84.2883,g
202409171102,NEG,26.5796,-77.3281,b
202409171104,LGT CHOP,33.9486,-83.3264,g
202409171104,NEG,34.8892,-80.9543,b
202409171104,NEG,36.0975,-79.9436,b
202409171104,NEG,34.9157,-81.9565,b
202409171105,NEG,36.0975,-80.1499,b
202409171106,NEG,27.3618,-82.4616,b
202409171106,CONS LGT CHOP,42.2163,-91.7246,g
202409171106,LGT-MOD CHOP,27.2052,-82.3971,g
202409171106,CONS LGT CHOP,41.6701,-93.019,g
202409171106,CONS LGT OCNL MOD CHOP,35.1085,-80.5708,g
202409171107,NEG,42.3984,-91.2734,b
202409171107,NEG,21.5888,-74.1164,b
202409171107,NEG,33.9486,-83.3264,b
202409171107,NEG,39.5263,-107.7269,b
202409171108,CONS LGT CHOP,44.0772,-91.7083,g
202409171108,NEG,25.4167,-78.2464,b
202409171109,INTMT LGT CHOP,27.2648,-77.5595,g
202409171110,NEG,39.2119,-82.6595,b
202409171111,MOD CHOP,28.0625,-81.1856,y
202409171111,NEG,23.3201,-70.0614,b
202409171112,OCNL LGT CHOP,46.4047,-94.1308,g
202409171112,CONS MOD CHOP,33.5383,-93.5112,y
202409171113,TRACE RIME 260,39.44,-80.9383,k
202409171114,NEG,48.0657,-96.185,b
202409171115,LGT CHOP 040-050 OCNL MOD,38.6986,-81.2483,g
202409171115,NEG 110,26.9412,-79.3106,b
202409171116,MOD CHOP,39.4573,-76.2621,y
202409171117,CONT LGT OCNL MOD,59.0642,-140.2804,g
202409171118,CONS LGT,43.5735,-71.4215,g
202409171118,MOD,43.225,-112.3006,y
202409171119,CONS LGT OCNL MOD CHOP,34.3442,-91.8446,g
202409171120,NEG,38.747,-76.9357,b
202409171121,NEG,28.053,-81.4318,b
202409171121,LGT,39.0431,-84.6717,g
202409171125,SMOOTH,35.8181,-83.9858,k
202409171126,LGT MOD CHOP,37.087,-84.077,g
202409171127,LGT CHOP,40.3635,-98.0235,g
202409171128,MOD CHOP FL330,31.35,-88.49,y
202409171129,NEG,42.0167,-95.7744,b
202409171129,NEG,35.9,-83.89,b
202409171129,LGT TURB,39.6111,-81.8921,g
202409171130,CONS LGT CHOP,37.2857,-86.6892,g
202409171130,SMOOTH,41.7289,-70.2011,k
202409171130,SMOOTH,38.9015,-77.5707,k
202409171131,OCNL LGT CHOP,34.96,-85.15,g
202409171131,LGT CHOP,36.1868,-83.3843,g
202409171133,NEG,36.998,-88.3728,b
202409171134,NEG,35.9214,-88.8455,b
202409171135,NEG,42.1417,-95.7931,b
202409171136,OCNL MOD CHOP,37.162,-84.0485,y
202409171136,NEG,31.8896,-82.0917,b
202409171137,MOSTLY SMOOTH,35.8181,-83.9858,k
202409171137,NEG,45.8663,-95.3947,b
202409171138,NEG,36.5582,-82.3984,b
202409171138,CONS LGT CHOP,27.9924,-85.0431,g
202409171139,NEG BLO 100,39.8328,-104.6575,b
202409171139,NEG,52.7141,174.1169,b
202409171140,CONS,37.39,-82.8404,k
202409171141,OCNL LGT CHOP,52.7141,174.1169,g
202409171142,NEG,38.35,-81.77,b
202409171142,NEG,56.2836,-162.2466,b
202409171142,OCNL LGT CHOP,30.5,-82.55,g
202409171144,LGT TURB,41.7,-77.42,g
202409171144,MOD CHOP,29.4369,-87.0585,y
202409171147,LGT-MOD,44.7786,-95.0328,g
202409171148,CONS LGT CHOP,37.35,-76.0,g
202409171149,INTMT LGT CHOP,40.2425,-85.3958,g
202409171149,MOD BLO 160,39.8328,-104.9397,y
202409171149,CONS LGT CHOP,36.6981,-76.9038,g
202409171150,NEG,41.46,-84.5,b
202409171150,NEG,40.6481,-86.1521,b
202409171150,MOD CHOIP FL330,27.8246,-88.5476,y
202409171150,INTMT LGT,33.4039,-77.2949,g
202409171150,NEG,35.87,-81.24,b
202409171150,NEG,36.83,-82.08,b
202409171152,CONS LGT OCNL MOD CHOP,35.998,-89.8186,g
202409171152,OCNL LGT CHOP,35.0613,-85.851,g
202409171152,CONS LGT CHOP,39.1834,-78.21,g
202409171153,LGT,36.921,-84.0588,g
202409171153,MOD CHOP,25.8,-81.2757,y
202409171153,NEG,21.2488,-69.8292,b
202409171154,LGT-MOD CHOP,39.9428,-91.1946,g
202409171154,CONS LGT CHOP,23.3846,-75.2489,g
202409171154,NEG,43.5769,-96.7536,b
202409171156,NEG,27.1999,-80.2539,b
202409171156,LGT CHOP,31.7947,-85.0617,g
202409171159,OCNL LGT CHOP,40.02,-84.4,g
202409171159,OCNL LGT CHOP,33.0435,-87.6895,g
202409171200,LGT,41.7033,-106.0419,g
202409171200,LGT-MOD,42.9334,-113.2095,g
202409171200,MOD CHOP,37.087,-84.077,y
202409171200,NEG 150-170,26.1035,-80.0425,b
202409171200,LGT-OCNL MOD CHOP,35.1828,-103.6032,g
202409171202,CONS LGT CHOP,35.79,-83.05,g
202409171202,LGT CHOP,44.4614,-94.7523,g
202409171203,CONS LGT CHOP,39.43,-83.8,g
202409171204,OCNL LGT CHOP,38.75,-82.03,g
202409171204,CONS LGT-OCNL MOD CHOP,41.1008,-92.4446,g
202409171205,CONS LGT CHOP,41.02,-87.79,g
202409171206,LGT,25.7569,-80.1712,g
202409171206,NEG,27.5988,-81.6066,b
202409171207,SMOOTH,35.8181,-83.9858,k
202409171208,CONS LGT CHOP,37.0566,-86.24,g
202409171208,CONS LGT CHOP,41.6534,-90.64,g
202409171209,CONS LGT CHOP,35.3984,-83.2257,g
202409171209,OCNL LGT CHOP,21.6444,-74.1937,g
202409171210,LGT MOD CHOP,37.2397,-93.3897,g
202409171210,CONS LGT CHOP,33.6185,-84.0417,g
202409171210,OCNL LGT CHOP,40.7533,-95.4112,g
202409171211,LGT CHOP,36.58,-85.6889,g
202409171211,LGT CAT 330-315,42.7576,-73.5766,g
202409171212,OCNL LGT CHOP,22.469,-68.4037,g
202409171212,LGT CHOP,40.23,-81.48,g
202409171212,CONS LGT OCNL MOD,37.6633,-75.8566,g
202409171213,NEG,32.733,-85.5739,b
202409171213,LGT CHOP,40.02,-80.82,g
202409171213,CONS OCNL MOD 230,42.99,-73.34,y
202409171213,CONS LGT CHOP BLO 330,44.1541,-91.8906,g
202409171214,LGT OCNL MOD CHOP,37.3485,-90.9504,g
202409171214,NEG,43.8802,-95.082,b
202409171216,LGT CHOP,23.7041,-75.9167,g
202409171217,NEG,45.5433,-94.0513,b
202409171220,LGT CHOP,44.8374,-117.8091,g
202409171220,OCNL LGT CHOP 160-220,40.5282,-86.059,g
202409171221,MOD CHOP,37.386,-91.2503,y
202409171223,CONS LGT OCNL MOD,36.0975,-79.9436,g
202409171223,OCNL LGT CHOP,35.0133,-83.4387,g
202409171224,OCNL LGT CHOP,45.3723,-94.7466,g
202409171224,LGT OCNL MOD,46.1859,-110.9778,g
202409171226,NEG,25.3286,-80.8736,b
202409171226,OCNL LGT CHOP,27.6842,-84.1363,g
202409171226,LGT CHOP,26.7896,-82.2007,g
202409171228,LGT CHOP,27.2592,-80.2128,g
202409171229,CONS LGT CHOP,44.8854,-93.2313,g
202409171229,NEG,41.8829,-91.7246,b
202409171230,CONS MOD CHOP,40.5345,-97.9785,y
202409171230,NEG,35.78,-84.98,b
202409171232,CONS LGT CHOP,38.1847,-84.9033,g
202409171232,NEG,34.1661,-84.5907,b
202409171233,LGT 340,37.1366,-84.47,g
202409171233,NEG,41.448,-97.3426,b
202409171233,CONS LGT CHOP,39.144,-90.5562,g
202409171234,NEG,39.44,-81.37,b
202409171234,NEG,32.3102,-111.5893,b
202409171235,NEG,27.7754,-85.7126,b
202409171235,CONS LGT 350,25.1333,-80.9167,g
202409171235,LGT CONS CAT,41.3885,-71.4325,g
202409171237,OCNL LGT CHOP,35.2281,-93.0962,g
202409171238,CONS LGT CHOP,23.0153,-72.3773,g
202409171239,NEG,35.2225,-80.9543,b
202409171240,LGT CHOP,31.45,-87.35,g
202409171241,NEG,35.4167,-80.1508,b
202409171241,CONS LGT-OCNL MOD,36.7188,-102.6378,g
202409171241,CONS LGT,37.15,-102.9469,g
202409171242,OCNL LGT CHOP,34.42,-82.78,g
202409171242,LGT,34.3093,-81.6397,g
202409171242,NEG,37.97,-84.47,b
202409171243,LGT CHOP,25.3769,-81.6004,g
202409171245,NEG,39.2966,-85.82,b
202409171245,NEG,28.16,-77.7091,b
202409171245,LGT-MOD CHOP,36.37,-76.87,g
202409171246,CONS MOD,43.4054,-77.4484,y
202409171249,CONS LGT CHOP 220-210,42.7576,-73.8036,g
202409171249,NEG,29.6355,-83.1047,b
202409171249,OCNL LGT CHOP,45.5433,-94.0513,g
202409171249,OCNL LGT CHOP,36.49,-104.87,g
202409171250,NEG BLO 100,39.8328,-104.6575,b
202409171250,CONS LGT CHOP,45.9492,-94.3469,g
202409171250,CONS LGT CHOP,27.0855,-79.4344,g
202409171251,MOD CHOP,38.572,-79.9993,y
202409171252,NEG,41.5339,-93.6531,b
202409171253,LGT-MOD,43.879,-116.7192,g
202409171254,CONS LGT CHOP,37.761,-90.4286,g
202409171254,LGT CHOP,44.5469,-94.4973,g
202409171255,NEG TURB,43.7274,-116.5049,b
202409171255,LGT-OCNL MOD,40.78,-111.97,g
202409171256,CONS MOD CHOP,34.7273,-92.2357,y
202409171257,LGT-MOD CHOP,57.3896,-142.8404,g
202409171259,NEG,39.82,-74.43,b
202409171259,LGT OCNL,35.0266,-85.1543,g
202409171259,NEG,39.82,-74.43,b
202409171300,NEG,34.1901,-83.4044,b
202409171300,LGT CHOP,35.9,-83.89,g
202409171300,NEG,35.7753,-85.1443,b
202409171300,LGT,25.538,-80.3169,g
202409171301,CONS LGT CHOP,46.4047,-94.1308,g
202409171301,OCNL LGT CHOP,26.9924,-78.683,g
202409171301,CONS LGT-MOD,33.6643,-77.6759,g
202409171302,NEG,35.6838,-83.8713,b
202409171302,CONS LGT CHOP,26.0069,-81.3711,g
202409171303,LGT CONS CHOP 370,26.6847,-79.5398,g
202409171304,NEG,34.5723,-83.4303,b
202409171304,NEG,39.81,-86.37,b
202409171305,COSN LGT CHOP,41.593,-89.9221,g
202409171305,CONS LGT CHOP,42.2779,-87.5067,g
202409171305,LGT OCNL CHOP,25.6014,-80.1732,g
202409171306,OCNL LGT CHOP,45.5433,-94.0513,g
202409171308,CONS LGT OCNL MOD CHOP 450,36.1247,-90.9251,g
202409171308,NEG,29.6355,-82.6253,b
202409171308,LGT CHOP,26.2819,-79.8003,g
202409171308,NEG,27.0649,-81.4858,b
202409171309,CONS LGT 340,38.28,-93.703,g
202409171309,LGT CHOP,45.8227,-92.3725,g
202409171310,LGT CHOP,38.9476,-81.4824,g
202409171311,NEG,28.1028,-80.6453,b
202409171312,MOD CHOP,35.5443,-77.297,y
202409171313,LT CHOP,36.1972,-115.2198,k
202409171313,NEG,43.36,-103.38,b
202409171314,CONS LGT OCNL MOD CHOP,45.8861,-93.2718,g
202409171314,NEG,42.0572,-102.8,b
202409171315,SMOOTH,36.0761,-79.9752,k
202409171316,CONS LGT-MOD,41.6606,-117.9084,g
202409171317,NEG,43.6439,-94.4156,b
202409171317,LGT CHOP,41.2416,-111.7916,g
202409171318,CONS LGT CHOP,40.8338,-121.4119,g
202409171318,LGT CHOP,38.2242,-83.9829,g
202409171319,CONS LGT 340,36.0865,-81.3943,g
202409171320,SMTH,35.2404,-82.7347,k
202409171320,LGT CHOP,25.2127,-81.8868,g
202409171322,LGT CHOP,29.3006,-81.1136,g
202409171324,CONS LGT CHOP 240-280,42.7054,-99.0076,g
202409171324,NEG,27.3578,-83.1197,b
202409171324,LGT MOD CHOP,35.33,-77.61,g
202409171324,LGT CONDT CHOP,37.4221,-78.4843,g
202409171325,LGT CHOP,27.9368,-85.9791,g
202409171327,CONS LGT-MOD,33.3705,-77.862,g
202409171327,LGT,39.44,-81.37,g
202409171330,CONS LGT CHOP,39.5025,-90.3734,g
202409171331,NEG,42.5497,-94.2032,b
202409171331,LGT MOD CHOP,33.5652,-77.5896,g
202409171332,OCNL LGT CHOP,41.9855,-97.4351,g
202409171333,CONS LGT CHOP,26.7715,-79.8172,g
202409171333,SMOOTH,34.1854,-79.7239,k
202409171334,LGT,41.61,-82.16,g
202409171335,CONS LGT OCNL MOD CHOP,36.6219,-87.2073,g
202409171336,NEG,60.6137,-151.1376,b
202409171336,CONS LGT CHOP,39.0431,-84.6717,g
202409171336,NEG,60.6137,-151.1376,b
202409171337,NEG,32.747,-96.5304,b
202409171337,OCNL LGT CHOP,37.0737,-85.9721,g
202409171338,LGT CHOP,36.1189,-85.8638,g
202409171340,CONST LGT OCNL MOD,38.6538,-75.3649,g
202409171340,CONT LGT TURB,41.0849,-111.867,g
202409171341,LGT CONST,37.9,-79.9549,g
202409171342,LGT CHOP,36.6219,-87.415,g
202409171342,LGT CHOP LGT-MOD 170-150,25.2127,-81.8868,g
202409171343,LGT CHOP,39.5263,-107.7269,g
202409171344,LGT CHOP,37.1384,-78.0097,g
202409171344,LGT CHOP,37.1384,-78.0097,g
202409171345,CONS LGT CHOP,26.6922,-81.7596,g
202409171345,CONS LGT CHOP,29.3826,-81.097,g
202409171347,LGT,39.671,-74.5284,g
202409171347,NEG,28.4874,-82.3102,b
202409171347,NEG 190-180,27.7524,-80.0266,b
202409171347,NEG,39.81,-86.37,b
202409171350,NEG,21.77,-72.0805,b
202409171350,LGT CHOP,41.5834,-95.3355,g
202409171352,CONS LGT-MOD,43.5667,-116.8157,g
202409171354,OCNL LGT,33.762,-112.3038,g
202409171355,CONS LGT 060-070,41.9021,-97.6293,g
202409171356,NEG,36.1794,-83.3754,b
202409171356,OCNL LGT CHOP,38.29,-104.4983,g
202409171357,NEG BLO 100,39.8328,-104.6575,b
202409171358,OCNL LGT CHOP,33.9486,-83.3264,g
202409171359,NEG CHOP,36.0975,-79.9436,b
202409171359,OCNL LGT,52.7141,174.1169,g
202409171400,SMOOTH,34.2097,-118.4892,k
202409171400,NEG,55.35,-131.71,b
202409171400,NEG,55.35,-131.71,b
202409171401,NEG,53.89,-166.54,b
202409171402,CONS MOD CHOP,33.8214,-91.5073,y
202409171402,LGT CHOP,26.6847,-80.1181,g
202409171403,MOD CHOP,23.9076,-77.1938,y
202409171404,CONS LGT CHOP LGT 340,38.2443,-95.7792,g
202409171405,NEG,35.0353,-85.2038,b
202409171406,NEG,42.4697,-98.6881,b
202409171406,MOD CHOP,36.6675,-80.893,y
202409171406,MDT CHOP,42.0231,-78.2617,k
202409171410,NEG,39.995,-76.5732,b
202409171411,OCNL LGT,36.58,-85.17,g
202409171413,LGT-MOD,25.6121,-78.9358,g
202409171413,NEG,21.7192,-71.6342,b
202409171414,MOD CHOP,61.4214,-154.8374,y
202409171414,NEG CHOP 340,37.8884,-94.1584,b
202409171419,INTMT MOD,25.67,-79.4849,y
202409171420,NEG,35.78,-84.98,b
202409171420,SMOOTH,34.2677,-79.7081,k
202409171420,OCNL LGT CHOP,35.9,-83.89,g
202409171420,NEG,35.1551,-83.7387,b
202409171420,NEG,38.0067,-86.7632,b
202409171421,NEG,27.96,-81.1105,b
202409171421,NEG,34.2383,-84.6416,b
202409171422,NEG,25.7289,-77.8958,b
202409171423,OCNL LGT CHOP,40.58,-74.74,g
202409171424,LGT OCNL MOD,32.3347,-88.1593,g
202409171424,NEG,59.5,-139.66,b
202409171424,NEG,59.5,-139.66,b
202409171425,MOD CHOP,38.3863,-81.2407,y
202409171426,CONS LGT OCNL MOD,39.9366,-111.94,g
202409171427,CONS LGT CHOP 400,38.7525,-90.3734,g
202409171428,OCNL LGT CHOP,39.9445,-81.8921,g
202409171428,CONS LGT-OCNL MOD,34.8742,-114.1333,g
202409171430,NEG,37.93,-87.76,b
202409171430,NEG,36.9261,-111.4484,b
202409171430,MOD,61.3993,-144.7342,y
202409171431,OCNL LGT,27.0951,-80.1804,g
202409171431,NEG,44.0453,-103.0574,b
202409171431,LGT CHOP,34.96,-85.15,g
202409171432,OCNL CONS LGT CHOP,35.41,-82.27,g
202409171432,NEG,41.1195,-101.7697,b
202409171432,NEG,41.1195,-101.7697,b
202409171432,LGT-MOD CHOP,38.3443,-99.4968,g
202409171432,LGT,26.106,-81.1911,g
202409171433,OCNL LGT CHOP,34.0736,-83.5874,g
202409171433,NEG,41.1583,-72.9075,b
202409171433,NEG,41.6993,-100.2264,b
202409171434,LGT CHOP OCNL MOD,26.0531,-78.9434,g
202409171436,CONS MOD,39.44,-107.0727,y
202409171436,LGT 130,40.55,-111.98,g
202409171440,NEG,43.5038,-114.2956,b
202409171440,MOD,38.29,-105.3053,y
202409171440,LGT CHOP,29.1264,-78.2625,g
202409171441,CONS LGT OCNL MOD,37.5869,-84.8777,g
202409171441,NEG,38.81,-103.63,b
202409171441,LGT CHOP,26.2966,-81.6844,g
202409171441,INTMT CONS LGT CHOP 001-050,40.8009,-98.3096,g
202409171442,LGT CONS MOD CHOP,46.0079,-117.5789,g
202409171443,MOD CHOP,38.7525,-90.3734,y
202409171444,NEG CHOP,36.0975,-79.9436,b
202409171445,LGT CHOP,35.2225,-80.9543,g
202409171445,NEG,38.5947,-105.992,b
202409171446,NEG CHOP,36.0975,-79.9436,b
202409171446,NEG CHOP,34.9157,-81.9565,b
202409171446,CONT LGT 260-295,60.4644,-145.6063,g
202409171447,NEG BLO 100,39.8328,-104.6575,b
202409171447,LT,36.2329,-115.3428,k
202409171448,MOD 300,37.2253,-89.5708,y
202409171448,NEG,41.32,-90.64,b
202409171450,LGT-MOD 320-300,44.6158,-91.4843,g
202409171451,MOD,25.3076,-80.4464,y
202409171452,SMOOTH,38.1386,-78.7707,k
202409171452,CONS LGT CAT,36.2141,-102.3486,g
202409171453,LGT OCNL CHOP,35.87,-81.24,g
202409171454,NEG,42.2944,-94.4941,b
202409171454,NEG,37.1373,-80.6785,b
202409171455,NEG LGT OCNL CHOP,35.79,-83.05,g
202409171456,CONS LGT CAT,38.3719,-105.491,g
202409171456,LGT INTMT CHOP,35.41,-82.27,g
202409171457,MOD CAT,40.4988,-109.9413,y
202409171457,LGT,34.8752,-106.6155,g
202409171459,LGT CLR,39.9914,-82.8808,g
202409171459,CONS LGT CHOP,41.61,-96.62,g
202409171500,LGT-MOD,39.9088,-105.1172,g
202409171500,NEG,33.0089,-85.0726,b
202409171502,NEG,39.49,-87.25,b
202409171503,MOD,25.0134,-79.1715,y
202409171503,CONS LGT CHOP,29.3006,-81.1136,g
202409171503,CONS LGT CHOP,46.4186,-92.8048,g
202409171503,NEG,40.2658,-109.271,b
202409171504,NEG,37.4187,-86.2522,b
202409171504,LGT,42.9167,-97.3859,g
